Tanggal,Comment,Sentiment,label,predict_sentiment_indoBERT,Platform,standardized_text,Topic
2024-08-13 00:00:00,Let's gauuurrr...,positif,2,positif,Instagram,ayo berangkat,Komunikasi dan Koordinasi Acara Perjalanan
2024-08-13 00:00:00,Start stop dimana Min ? Masih Taman Safari atau perempatan Pantai Purnama dekat BUTC ?,netral,1,netral,Instagram,selesai admin taman safari perempatan pantai purnama butc,Komunikasi dan Koordinasi Acara Perjalanan
2024-08-13 00:00:00,@nasiudukjuanda You cant claim as tier S race padahal baru menyelenggarakan satu kali. Yg valid utk tier S ya cuma Bormar dan Maybank. Pocari/Bandung Marathon is not tier A. Gak ada label WA juga. You already see why. BFI bisa masuk tier A walaupun belum ada sertifikat WA positif terus,netral,1,netral,Twitter,mengklaim lomba tier menyelenggarakan kali valid tier borobudur marathon maybank pocaribandung marathon tier label wa alasannya bfi masuk tier sertifikat wa positif,Maybank Marathon di Bali
2024-08-13 00:00:00,"Hai @maybankmarathon lokasi pengambilan racepack nya dimana ya? Please info yg bisa bantu jawab, thank you 🙏🏻",netral,1,netral,Instagram,hai lokasi pengambilan perlengkapan lombanya mohon info bantu terima kasih,Pujian dan Dukungan Lomba Lari
2024-08-13 00:00:00,Flag off time on race day pls,netral,1,netral,Instagram,lomba informasikan,Pujian dan Dukungan Lomba Lari
2024-08-13 00:00:00,Well noted with thanks ... 🙏🏃‍♀️‍➡️,positif,2,positif,Instagram,dicatat terima kasih,Pujian dan Dukungan Lomba Lari
2024-08-13 00:00:00,Info jam & tempat pengambilan racepack donk biar bisa ambl sndri soalny hrs transit dlu di jkt. Mohon pertimbangkan utk jdwl rpc sampe tgh mlm atau ditutup brp jam sblm race mengingat tidak bisa diwakilkan.,netral,1,netral,Instagram,info jam pengambilan perlengkapan lomba biar ambil transit jakarta mohon pertimbangkan jadwal pengambilan dibuka malam ditutup jam lomba diwakilkan,Pujian dan Dukungan Lomba Lari
2024-08-13 00:00:00,Min ambil RPC tgl 24 aug sampai jam 11 malem gak? Sampai ngurah rai baru jam 8 malem tgl 24,netral,1,netral,Instagram,admin pengambilan perlengkapan lomba tanggal agustus jam sebelas malam bandara ngurah rai jam delapan malam tanggal,Pujian dan Dukungan Lomba Lari
2024-08-13 00:00:00,"Please allow the race pack collection until night. Considering us runner who travel from other country . If can assign someone to collect on behalf, that would be great ! Thank you ya. 😊",positif,2,positif,Instagram,mohon pengambilan perlengkapan lomba diperpanjang malam pelari negeri diwakilkan orang membantu terima kasih,Pujian dan Dukungan Lomba Lari
2024-08-13 00:00:00,Daftar race ga jadi ikut ko takut rugi 😝,negatif,0,negatif,Instagram,daftar lomba lari takut rugi,Pujian dan Dukungan Lomba Lari
2024-08-13 00:00:00,Hati hati sama yg jualan slot trus ngotot bilang bisa pakai surat kuasa wkwkw apalagi orangnya gak mau ambilin rpcnya 😂,negatif,0,negatif,Instagram,hati jualan slot ngotot bilang pakai surat kuasa wkwkw orangnya ambilin perlengkapan lomba,Pujian dan Dukungan Lomba Lari
2024-08-13 00:00:00,Can’t wait!!! 🇲🇾 runners 🏃‍♀️ coming to bali 🇮🇩,positif,2,positif,Instagram,sabar pelari bali,Pujian dan Dukungan Lomba Lari
2024-08-13 00:00:00,Any last minute 10k tickets?,netral,1,netral,Instagram,tiket k menit,Komunikasi dan Koordinasi Acara Perjalanan
2024-08-13 00:00:00,"Hi, what time is the gun start for full & half marathon? & can you share course maps?",netral,1,netral,Instagram,hai jam maraton penuh maraton membagikan peta rutenya,Pujian dan Dukungan Lomba Lari
2024-08-13 00:00:00,Nice!!! 🔥🔥🔥🔥🔥,positif,2,positif,Instagram,bagus,Pujian dan Dukungan Lomba Lari
2024-08-13 00:00:00,Mau keramas gratis dong bareng @zinc_id 🙌,positif,2,positif,Instagram,keramas gratis,Pujian dan Dukungan Lomba Lari
2024-08-13 00:00:00,Heeey :) when you upload the route?,netral,1,netral,Instagram,hai mengunggah rutenya,Pujian dan Dukungan Lomba Lari
2024-08-13 00:00:00,ada yg jual 10k? pls,netral,1,netral,Instagram,menjual sepuluh ribu,Pujian dan Dukungan Lomba Lari
2024-08-13 00:00:00,Ada yg jual 10 atau 21 ?,netral,1,netral,Instagram,menjual sepuluh ribu puluh ribu,Pujian dan Dukungan Lomba Lari
2024-08-13 00:00:00,"Tp mesti ada prosedur ambil rpc after event dong, kan ada jg org yg udah dpt slot tp last minute ada aja kendala. Masa jd hangus, itu kan rpc ada kaos. Klo ambil after event kan ga akan dijual BIBnya tetapi org dapat kaosnya",netral,1,netral,Instagram,mestinya prosedur ambil perlengkapan lomba acara orang slot menit kendala hangus perlengkapan kaus ambil acara dijual bib nya orang kausnya,Pujian dan Dukungan Lomba Lari
2024-08-13 00:00:00,"Min, mohon info jadwal pengambilan BIB ?",netral,1,netral,Instagram,admin mohon info jadwal pengambilan bib,Pujian dan Dukungan Lomba Lari
2024-08-13 00:00:00,@wantannudel Paris Marathon rutenya beti-beti sama Maybank Marathon banyak tanjakan,netral,1,netral,Twitter,rute maraton paris maybank marathon tanjakan,Maybank Marathon di Bali
2024-08-13 00:00:00,"Jam pengambilan racepack sampai jam brapa? Biar bisa you register you run... Kebetulan flight siang kan ya , landing pasti udah WITA..",netral,1,netral,Instagram,jam pengambilan perlengkapan lomba jam biar daftar lari penerbangan siang indonesia,Pujian dan Dukungan Lomba Lari
2024-08-13 00:00:00,Yang ikut maybank marathon nanti main ke booth aku yuuk,positif,2,positif,Twitter,maybank marathon main stan yuk,Maybank Marathon di Bali
2024-08-14 00:00:00,See you Bali🔥🔥,positif,2,positif,Instagram,jumpa bali,Komunikasi dan Koordinasi Acara Perjalanan
2024-08-14 00:00:00,Keren..🔥,positif,2,positif,Instagram,keren,Pujian dan Dukungan Lomba Lari
2024-08-14 00:00:00,Mewah naaa,positif,2,positif,Instagram,mewah,Pujian dan Dukungan Lomba Lari
2024-08-14 00:00:00,Uhhh gebyarrr bangett tgl 25 besok,positif,2,positif,Instagram,meriah tanggal besok,Pujian dan Dukungan Lomba Lari
2024-08-14 00:00:00,Sukaaa ❤️,positif,2,positif,Instagram,sukaa,Pujian dan Dukungan Lomba Lari
2024-08-14 00:00:00,🔥🔥🔥 Siap meraimakan 🔥🔥,positif,2,positif,Instagram,meramaikan,Komunikasi dan Koordinasi Acara Perjalanan
2024-08-14 00:00:00,ga ada yg jual 10K kah 😂,netral,1,netral,Instagram,menjual sepuluh ribu,Pujian dan Dukungan Lomba Lari
2024-08-14 00:00:00,😍 Cakeppppp @stefanimaharani @kingradit1701 @anjahelwaro @maulindhsrr @eftendean_ @muujey,positif,2,positif,Instagram,cantik,Pujian dan Dukungan Lomba Lari
2024-08-14 00:00:00,Kece 🥹,positif,2,positif,Instagram,keren,Pujian dan Dukungan Lomba Lari
2024-08-14 00:00:00,What a beautiful medal 😍,positif,2,positif,Instagram,betapa indahnya medali,Pujian dan Dukungan Lomba Lari
2024-08-14 00:00:00,FM medalnya cakep banget ✨✨,positif,2,positif,Instagram,medali maraton penuh bagus,Maybank Marathon di Bali
2024-08-14 00:00:00,Baguussss,positif,2,positif,Instagram,bagus,Pujian dan Dukungan Lomba Lari
2024-08-14 00:00:00,Yuu sehat dan kuat yooo....😍,positif,2,positif,Instagram,yuk sehat kuat yaa,Komunikasi dan Koordinasi Acara Perjalanan
2024-08-14 00:00:00,Numpang dong di Bali belom dapet hotel😢,negatif,0,negatif,Instagram,numpang bali hotel,Komunikasi dan Koordinasi Acara Perjalanan
2024-08-14 00:00:00,Emas Perak Perunggu 🔥 Medali ala Olimpiade Maybank 😍,positif,2,positif,Instagram,emas perak perunggu medali ala olimpiade maybank,Pujian dan Dukungan Lomba Lari
2024-08-14 00:00:00,Cakeeeep 🔥,positif,2,positif,Instagram,cantik,Pujian dan Dukungan Lomba Lari
2024-08-14 00:00:00,ahhhh bagusssss 😍😍😍🔥🔥🔥,positif,2,positif,Instagram,ah bagus,Pujian dan Dukungan Lomba Lari
2024-08-14 00:00:00,Tiati minggu2 rawan BAPIL + demam 👀,negatif,0,negatif,Instagram,hati minggu rawan sakit demam,Pujian dan Dukungan Lomba Lari
2024-08-14 00:00:00,🔥🔥 Keren banget 😍 #everyonecan,positif,2,positif,Instagram,keren,Pujian dan Dukungan Lomba Lari
2024-08-14 00:00:00,Apakah akan ada musolah utk solat subuh sblm race di venue kak?,netral,1,netral,Instagram,mushola salat subuh lomba lokasi kak,Maybank Marathon di Bali
2024-08-14 00:00:00,panas terik akan kuhadapi demi medal keren ini 🔥,positif,2,positif,Instagram,panas terik hadapi medali keren,Pujian dan Dukungan Lomba Lari
2024-08-14 00:00:00,"Jangan lupa teman teman share BIP nya, kita mau print 😂😂😂😂",positif,2,positif,Instagram,lupa teman bagikan bip nya cetak,Komunikasi dan Koordinasi Acara Perjalanan
2024-08-14 00:00:00,Udah jelas Maybank Marathon Bali tuh You Register You Run masih ada aja yang WTS WTB kalo saran aku sih GWS ya kalian,negatif,0,negatif,Twitter,maybank marathon bali daftar lari jual beli slot saran sih semoga lekas sadar,Pujian dan Dukungan Lomba Lari
2024-08-14 00:00:00,"Pasang RFID dan TV Gede d Start Gate min, antisipasi ada yg Clone BIP dan skalian cek indentitas sesuai KTP, jgn kayak Lomba si “biru” kemarin 😂😂",negatif,0,negatif,Instagram,pasang rfid layar gerbang start admin antisipasi meniru bip cek identitas sesuai ktp lomba si biru kemarin,Pujian dan Dukungan Lomba Lari
2024-08-14 00:00:00,Yang FM mantap bgt 😍😍😍,positif,2,positif,Instagram,maraton penuh keren,Maybank Marathon di Bali
2024-08-14 00:00:00,Luar biasaaa spektakyuleerrrr… can’t wait 😍🥹😇,positif,2,positif,Instagram,spektakuler sabar,Pujian dan Dukungan Lomba Lari
2024-08-14 00:00:00,Ada yang mau sepatu yang bener-bener dipake lari? Aku mau sumbangin sepatu ini kalau tanggal 25 Agustus 2024 besok sukaes finish Full Marathon (42K) di Maybank Marathon Bali. Kondisi fisik ada goresan aspal di bagian belakang karena waktu itu ada insiden ACL kumat di KM 38,positif,2,positif,Twitter,sepatu dipakai lari menyumbangkan sepatu tanggal agustus berhasil menyelesaikan maraton penuh maybank marathon bali kondisi fisik goresan aspal insiden cedera lutut km,Maybank Marathon di Bali
2024-08-14 00:00:00,Cari temen buat Maybank Marathon?,netral,1,netral,Twitter,mencari teman maybank marathon,Maybank Marathon di Bali
2024-08-14 00:00:00,Cari temen buat sharing hotel biar lebih hemat kuy yg mau,positif,2,netral,Instagram,mencari teman berbagi hotel biar hemat yuk,Pujian dan Dukungan Lomba Lari
2024-08-14 00:00:00,Tombol yg pada akhirnya ikutan race maybank ke bali sendirian —->>,positif,2,positif,Instagram,tombol lomba maybank bali,Maybank Marathon di Bali
2024-08-14 00:00:00,Wajib finish!!!! 💪🏻💪🏻😍😍 mohon doanya 42K 💙💙,positif,2,positif,Instagram,wajib selesai mohon doanya,Pujian dan Dukungan Lomba Lari
2024-08-14 00:00:00,Sudah tidak sabar 🔥🔥,positif,2,positif,Instagram,sabar,Pujian dan Dukungan Lomba Lari
2024-08-14 00:00:00,"Rekomendasiii penginapan sekitaran venueee dong, blm dapat nihhhh",netral,1,netral,Instagram,rekomendasi penginapan lokasi acara,Pujian dan Dukungan Lomba Lari
2024-08-14 00:00:00,keren banget medalnya 😢,positif,2,positif,Instagram,keren medalinya,Pujian dan Dukungan Lomba Lari
2024-08-14 00:00:00,KERENNN PARAAGHH🔥🔥🔥,positif,2,positif,Instagram,keren parah,Pujian dan Dukungan Lomba Lari
2024-08-14 00:00:00,Kachow. Keren parah 🔥,positif,2,positif,Instagram,keren,Pujian dan Dukungan Lomba Lari
2024-08-14 00:00:00,Baru kali ini sudag ada preview medal mbm sblm finish 👍👍,positif,2,positif,Instagram,kali pratinjau medali selesai,Pujian dan Dukungan Lomba Lari
2024-08-14 00:00:00,Cantikk bangett😍❤️,positif,2,positif,Instagram,cantik,Pujian dan Dukungan Lomba Lari
2024-08-14 00:00:00,Absen dulu siapa mulai bapil sebelum race 😂,netral,1,netral,Instagram,absen sakit lomba,Maybank Marathon di Bali
2024-08-14 00:00:00,Waahh kereennn😍😍,positif,2,positif,Instagram,keren,Pujian dan Dukungan Lomba Lari
2024-08-14 00:00:00,kenapa harus rejected sih😂😂😂😂,netral,1,netral,Instagram,ditolak sih,Komunikasi dan Koordinasi Acara Perjalanan
2024-08-14 00:00:00,YOOOOOOOW..... bismillah semuanya lancar sehat selamat dan finish strong semuaaaa dan pastinya popotoan berlimpah 😍💪🏻🔥,positif,2,positif,Instagram,ayo bismillah lancar sehat selamat selesai kuat foto,Pujian dan Dukungan Lomba Lari
2024-08-14 00:00:00,cant wait to have 1 😍,positif,2,positif,Instagram,sabar memiliki,Pujian dan Dukungan Lomba Lari
2024-08-14 00:00:00,FM medalinya keren parah @sghifary,positif,2,positif,Instagram,medali maraton penuh keren,Maybank Marathon di Bali
2024-08-14 00:00:00,Menyalah gold kuuh @iammsofyan @luthfi_hadyan,positif,2,positif,Instagram,menyala medali emas ku,Pujian dan Dukungan Lomba Lari
2024-08-14 00:00:00,wah lumayan sih,positif,2,positif,Instagram,lumayan sih,Pujian dan Dukungan Lomba Lari
2024-08-14 00:00:00,Ngggaaaa sabaaarr,positif,2,positif,Instagram,sabar,Pujian dan Dukungan Lomba Lari
2024-08-14 00:00:00,Bagus banget medalinyaaaa 😭😍 tahun depan bisa yuk ❤️,positif,2,positif,Instagram,bagus medalinya,Pujian dan Dukungan Lomba Lari
2024-08-14 00:00:00,"Kendurennya anak lari,dr tahun ke tahun..let's go @islandswolfpack",negatif,0,negatif,Instagram,penurunan semangat pelari ayo,Maybank Marathon di Bali
2024-08-14 00:00:00,Apik bgt medalinya,positif,2,positif,Instagram,cantik medalinya,Pujian dan Dukungan Lomba Lari
2024-08-14 00:00:00,"Hi guys ! I just arrive to Bali and I would love to run the marathon but I don’t have a voucher, what can I do ? Thanks so much 🙏🏼🙏🏼",netral,1,netral,Instagram,hai teman bali maraton memiliki voucher lakukan terima kasih,Maybank Marathon di Bali
2024-08-14 00:00:00,ada yang jual hm ?,netral,1,netral,Instagram,menjual maraton,Maybank Marathon di Bali
2024-08-14 00:00:00,Halo. ..Again pls check dm,netral,1,netral,Instagram,halo periksa pesan langsung,Pujian dan Dukungan Lomba Lari
2024-08-14 00:00:00,Ka maap boleh baca DM saya,netral,1,netral,Instagram,kak maaf baca pesan langsung,Pujian dan Dukungan Lomba Lari
2024-08-14 00:00:00,Where to find the running route map?,netral,1,netral,Instagram,menemukan peta rute lari,Pujian dan Dukungan Lomba Lari
2024-08-14 00:00:00,10 days to go and no news about the route and the starting time? Benar??,negatif,0,negatif,Instagram,sepuluh kabar rute,Pujian dan Dukungan Lomba Lari
2024-08-14 00:00:00,Ahhhh keren parahhh 🤩🤩🤩,positif,2,positif,Instagram,ah keren,Pujian dan Dukungan Lomba Lari
2024-08-14 00:00:00,sukses selalu acaranya min @zinc_id @maybankmarathon 🎉🔥,positif,2,positif,Instagram,sukses acaranya admin,Komunikasi dan Koordinasi Acara Perjalanan
2024-08-14 00:00:00,@indrawiras_ Luar biasah Siap PB half marathon maybank niki,positif,2,positif,Twitter,pecahkan rekor pribadi maraton maybank,Maybank Marathon di Bali
2024-08-14 00:00:00,Jerseynya lagi min 🔥🔥🔥,positif,2,positif,Instagram,kausnya admin,Komunikasi dan Koordinasi Acara Perjalanan
2024-08-14 00:00:00,Ih gak sabarrrr😍😍😍🥹🥹🥹,positif,2,positif,Instagram,ih sabar,Pujian dan Dukungan Lomba Lari
2024-08-14 00:00:00,share the course :),netral,1,netral,Instagram,bagikan rutenya,Pujian dan Dukungan Lomba Lari
2024-08-14 00:00:00,Info penginapan deket venue race dong kak,netral,1,netral,Instagram,info penginapan lokasi acara kak,Pujian dan Dukungan Lomba Lari
2024-08-14 00:00:00,Kerenn kerennn🔥,positif,2,positif,Instagram,keren,Pujian dan Dukungan Lomba Lari
2024-08-14 00:00:00,"Keren. Tapi, gak ada nama bali nya 😅",positif,2,positif,Instagram,keren tulisan bali nya,Pujian dan Dukungan Lomba Lari
2024-08-14 00:00:00,"bagusss bener, tapi sayang di reject 😂",netral,1,netral,Instagram,bagus sayang ditolak,Komunikasi dan Koordinasi Acara Perjalanan
2024-08-14 00:00:00,Cant wait to bring home the gold medal 😍,positif,2,positif,Instagram,sabar membawa pulang medali emas,Pujian dan Dukungan Lomba Lari
2024-08-14 00:00:00,😍😍😍 harus finish ye @kodoxyeah @fajartyzhu 🔥🔥🔥,positif,2,positif,Instagram,selesai,Pujian dan Dukungan Lomba Lari
2024-08-14 00:00:00,"Cakep betul, manifesting yang gold 1🙏🥹",positif,2,positif,Instagram,keren semoga medali emas,Pujian dan Dukungan Lomba Lari
2024-08-14 00:00:00,"Smemoga suatu saat bisa lari 42 km , mendali Gold 👏👏👏",positif,2,positif,Instagram,semoga lari puluh kilometer medali emas,Pujian dan Dukungan Lomba Lari
2024-08-14 00:00:00,Tjakep medalmu kak @bernardmatasak,positif,2,positif,Instagram,cantik medalimu kak,Pujian dan Dukungan Lomba Lari
2024-08-14 00:00:00,Semoga gue bisa finish meski menjelang hari H drama semakin banyak 😂,netral,1,netral,Instagram,semoga selesai menjelang h drama,Pujian dan Dukungan Lomba Lari
2024-08-14 00:00:00,Can not wait for this!! 🤩🔥 My Special Full Marathon for support @ycabfoundation 💕,positif,2,positif,Instagram,sabar maraton penuh spesial mendukung,Maybank Marathon di Bali
2024-08-14 00:00:00,Woooooowwww 😍😍😍😍😍😍 Cant wait to see you all runners in next week,positif,2,positif,Instagram,wow sabar bertemu pelari minggu,Pujian dan Dukungan Lomba Lari
2024-08-14 00:00:00,nambah semangatt gak sihh @she_shoujo @herzariani @adityaputri 😍,positif,2,positif,Instagram,menambah semangat sih,Pujian dan Dukungan Lomba Lari
2024-08-14 00:00:00,"Keren sekali medalinya @rinda_olii , gaskeun jo😂",positif,2,positif,Instagram,keren medalinya ayo,Pujian dan Dukungan Lomba Lari
2024-08-14 00:00:00,"Ga ikut gapapa, minimal nyesel @naufaalfm",netral,1,netral,Instagram,minimal menyesal,Komunikasi dan Koordinasi Acara Perjalanan
2024-08-14 00:00:00,Kece banget gak sih @madumamaria @feyshane 😍,positif,2,positif,Instagram,keren sih,Pujian dan Dukungan Lomba Lari
2024-08-14 00:00:00,keren bgt ini medal nya 😍😍😍,positif,2,positif,Instagram,keren medali,Pujian dan Dukungan Lomba Lari
2024-08-14 00:00:00,Gold,netral,1,netral,Instagram,emas,Komunikasi dan Koordinasi Acara Perjalanan
2024-08-14 00:00:00,"Klo batal ikut,apakah race pack bs dibantu kirim ya?",netral,1,netral,Instagram,batal perlengkapan lomba dibantu kirim,Pujian dan Dukungan Lomba Lari
2024-08-14 00:00:00,Cakep bgtttt😍,positif,2,positif,Instagram,cantik,Pujian dan Dukungan Lomba Lari
2024-08-14 00:00:00,Kenapa FMnya sekeren ituuu @yhoda_atko @ali_alhusayn13 @berly_utama @iky_ramadhannn 🔥🔥,positif,2,positif,Instagram,medali maraton penuhnya sekeren,Pujian dan Dukungan Lomba Lari
2024-08-14 00:00:00,Cant wait😍,positif,2,positif,Instagram,sabar,Pujian dan Dukungan Lomba Lari
2024-08-14 00:00:00,Yo Sehat2 sampai tanggal 25 😂😂,positif,2,positif,Instagram,yuk sehat tanggal puluh,Komunikasi dan Koordinasi Acara Perjalanan
2024-08-14 00:00:00,Keren bgt new baby emas2😍😍,positif,2,positif,Instagram,keren sepatu warna emas,Penggunaan Sepatu untuk Olahraga
2024-08-14 00:00:00,Nimbul ga @auffranz @adityafi 😂,netral,1,netral,Instagram,muncul,Komunikasi dan Koordinasi Acara Perjalanan
2024-08-14 00:00:00,Ketika malam mata nya itu jangan di buka buka ya,netral,1,netral,Instagram,malam matanya dibuka buka,Pujian dan Dukungan Lomba Lari
2024-08-14 00:00:00,Bagus bangeeeett,positif,2,positif,Instagram,bagus,Pujian dan Dukungan Lomba Lari
2024-08-14 00:00:00,Dah nih @ricardoprima @rfebryr @dimasrananda,netral,1,netral,Instagram,nih,Pujian dan Dukungan Lomba Lari
2024-08-14 00:00:00,ada yg mau tukeran 10k/hm ke 42k 🥺,netral,1,netral,Instagram,tukar sepuluh ribusetengah maraton puluh ribu,Maybank Marathon di Bali
2024-08-14 00:00:00,Bagus wei!!!!!!! @tyan_subarjo 🫵🏻🫵🏻🫵🏻,positif,2,positif,Instagram,bagus,Pujian dan Dukungan Lomba Lari
2024-08-14 00:00:00,Medalii tahun ini kereennn❤️,positif,2,positif,Instagram,medali keren,Pujian dan Dukungan Lomba Lari
2024-08-14 00:00:00,Bagus bangett. Makin semangat 🔥,positif,2,positif,Instagram,bagus semangat,Pujian dan Dukungan Lomba Lari
2024-08-14 00:00:00,"haduhh, semakin dekat semakin dagdigdug 🤣🤣 *colek @albertwijayaa_ @ferdi_darmadi",netral,1,netral,Instagram,aduh deg degan menyapa,Komunikasi dan Koordinasi Acara Perjalanan
2024-08-15 00:00:00,Wahh semangatt ya😍😍,positif,2,positif,Instagram,semangat,Pujian dan Dukungan Lomba Lari
2024-08-15 00:00:00,Semangat terus🔥,positif,2,positif,Instagram,semangat,Pujian dan Dukungan Lomba Lari
2024-08-15 00:00:00,"ciwi-ciwi ada yang blm ambil hotel kahhhhh, ku mau cari temen sharing🫠",netral,1,netral,Instagram,teman perempuan ambil hotel cari teman berbagi,Pujian dan Dukungan Lomba Lari
2024-08-15 00:00:00,"Semangat terus, semoga semakin asyiikk kedepannya 😍",positif,2,positif,Instagram,semangat semoga menyenangkan depannya,Pujian dan Dukungan Lomba Lari
2024-08-15 00:00:00,Semangat teruss... Ngga sabar nih..,positif,2,positif,Instagram,semangat sabar nih,Pujian dan Dukungan Lomba Lari
2024-08-15 00:00:00,Nga sabar bngett👏,positif,2,positif,Instagram,sabar banget,Pujian dan Dukungan Lomba Lari
2024-08-15 00:00:00,ADA RUNNER KZYGANQU @kathysyahrizal,netral,1,netral,Instagram,pelari kzyganqu,Penggunaan Sepatu untuk Olahraga
2024-08-15 00:00:00,Kak sy beli jaket MBM sdh 4 hari belum dikirim kak .. kapan dikirim ? Chat CS n email ga direspons 🥲🥲,negatif,0,negatif,Instagram,kak beli jaket maybank marathon dikirim kak dikirim chat layanan pelanggan email direspons,Maybank Marathon di Bali
2024-08-15 00:00:00,Bismillah 😍🥹,positif,2,positif,Instagram,bismillah,Pujian dan Dukungan Lomba Lari
2024-08-15 00:00:00,Insya Allah tahun depan dpt ballot😃,positif,2,positif,Instagram,insya allah undian,Komunikasi dan Koordinasi Acara Perjalanan
2024-08-15 00:00:00,"buruan min, geregetan nih minn pengen ikutan😍😍😍",positif,2,positif,Instagram,ayo admin geregetan nih pengen ikutan,Komunikasi dan Koordinasi Acara Perjalanan
2024-08-15 00:00:00,Tantangan terbesar saat race half marathon maybank bukan menaklukkan tanjakan dari lebih sampai kota gianyar. Tapi setelahnya harus sudah berangkat ke Ubud jam 11 buat shooting 3 jam Syukuri kemanten,netral,1,netral,Twitter,tantangan terbesar lomba maraton maybank menaklukkan tanjakan gianyar setelahnya langsung berangkat ubud jam sebelas syuting jam syukuri pengantin,Maybank Marathon di Bali
2024-08-15 00:00:00,kalau untuk pengambilan racepacknya ada shuttle khusunya jga ke lokasi nya?,netral,1,netral,Instagram,pengambilan perlengkapan lombanya shuttle khusus lokasi,Komunikasi dan Koordinasi Acara Perjalanan
2024-08-15 00:00:00,"Penginapan di gianyar pada full, terpaksa nginap di denpasar 😁😁",netral,1,netral,Instagram,penginapan gianyar penuh terpaksa menginap denpasar,Komunikasi dan Koordinasi Acara Perjalanan
2024-08-15 00:00:00,‍️ Hey Runners! Siapkan sepatu lari kalian untuk Maybank Marathon 2024 di GIANYAR! Tanggal: 25 Agustus 2024 Pilihan jarak: 21K 42K 10K Jangan sampai ketinggalan yuk daftar sekarang!  #infolari #InfoLari,positif,2,positif,Twitter,hai pelari siapkan sepatu lari maybank marathon gianyar tanggal agustus pilihan jarak 21 kilometer 42 kilometer 10 kilometer ketinggalan yuk daftar,Maybank Marathon di Bali
2024-08-15 00:00:00,Merelakan Maybank Marathon demi dia ehh dia nya malah berkhianat dengan jalan sama mantan nya KAN GOBLOKKK,negatif,0,negatif,Twitter,merelakan maybank marathon eh berkhianat jalan mantannya,Maybank Marathon di Bali
2024-08-15 00:00:00,‍️ Hey Runners! Siap-siap untuk tantangan seru di Maybank Marathon 2024! Lokasi: GIANYAR Tanggal: 25 Agustus 2024 Pilihan jarak: 21K 42K 10K Jangan sampai ketinggalan! Daftar sekarang dan siapkan sepatu lari kalian! [Info lebih,positif,2,positif,Twitter,hai pelari tantangan seru maybank marathon lokasi gianyar tanggal agustus pilihan jarak 21 kilometer 42 kilometer 10 kilometer ketinggalan daftar siapkan sepatu lari,Maybank Marathon di Bali
2024-08-15 00:00:00,Prepare for Maybank Marathon 2024 in style! Miliki Official Merchandise Maybank Marathon 2024 &amp; dapatkan diskon 20% untuk pre-order secara online di website masing-masing menggunakan Maybank Kartu Debit Mastercard® atau Kartu Kredit: Arktiv -  Periode 7,positif,2,positif,Twitter,persiapkan dirimu maybank marathon gaya miliki barang resmi maybank marathon dapatkan diskon pemesanan daring situs kartu debit mastercard kartu kredit maybank arktiv periode,Maybank Marathon di Bali
2024-08-15 00:00:00,Jadilah yang pertama memilikinya! Dapatkan kesempatan untuk pembelian paket Exclusive Running Slot Maybank Marathon 2025 manfaatkan cicilan 0% hingga 6 bulan untuk pembeliaan di Golden Rama Yuk Travel atau Cerita Lari menggunakan Maybak Kartu Kredit Manchester United,positif,2,positif,Twitter,memilikinya dapatkan kesempatan pembelian paket slot lari eksklusif maybank marathon manfaatkan cicilan pembelian golden rama yuk travel cerita lari kartu kredit maybank manchester united,Maybank Marathon di Bali
2024-08-16 00:00:00,"Please segera spill jersey, buat kami matching-kan ma warna hijab. Dan sepatu, dan kacamata dan lain-lain eeeeh... 😁",positif,2,positif,Instagram,tunjukkan desain kaus mencocokkan warna hijab sepatu kacamata eh,Pujian dan Dukungan Lomba Lari
2024-08-16 00:00:00,Yah belom dapet hotel😢,negatif,0,negatif,Instagram,yah hotel,Pujian dan Dukungan Lomba Lari
2024-08-16 00:00:00,Semangat!! Semangat!!,positif,2,positif,Instagram,semangat,Pujian dan Dukungan Lomba Lari
2024-08-16 00:00:00,Semangat mbakk @martianakartika 🔥🔥 kami mendukungmu dari JKT cc @mochshen,positif,2,positif,Instagram,semangat mbak mendukungmu jakarta cc,Pujian dan Dukungan Lomba Lari
2024-08-16 00:00:00,"Min, Waktu Pengambilan RPC di perpanjang lagi min sampe Jam 20.00 pesawat saya landing jam 17.35 mohon pengertiannya",netral,1,netral,Instagram,admin pengambilan perlengkapan lomba diperpanjang jam pesawat mendarat jam mohon pengertiannya,Pujian dan Dukungan Lomba Lari
2024-08-16 00:00:00,"Min… aku udah dapet slot, udah bayar dan udah di Bali sekarang, tapi kantorku minta tgl 25 musti ke Jakarta. Aku harus bagaimana min? 😭😭😭",negatif,0,negatif,Instagram,admin slot bayar bali kantor tanggal jakarta admin,Komunikasi dan Koordinasi Acara Perjalanan
2024-08-16 00:00:00,Jakarta full?,netral,1,netral,Instagram,jakarta penuh,Komunikasi dan Koordinasi Acara Perjalanan
2024-08-16 00:00:00,"Rute dan jersey kapan nih min hahahahah,",netral,1,netral,Instagram,rute kaus nih admin hahahahah,Komunikasi dan Koordinasi Acara Perjalanan
2024-08-16 00:00:00,Wih all preps are ready 😍 Bali im coming 😍,positif,2,positif,Instagram,persiapan bali,Komunikasi dan Koordinasi Acara Perjalanan
2024-08-16 00:00:00,Siaappp meluncurrrr.....,positif,2,positif,Instagram,meluncur,Komunikasi dan Koordinasi Acara Perjalanan
